Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Receipts. Hand. Fingers.;0.0;0.0;0.0;0.82248914;0.81195068;0.81718594;0.20408781;0.76596254
0002.jpg;Vyras neša vėliavą;A man and a woman stand beneath a large flag.;0.0;0.0;0.13333333;0.84645849;0.853643;0.85003555;0.26692492;0.6429047
0003.jpg;Du kareiviai stovintys su vėliava;Soldiers with a green flag that has a white cross.;0.0;0.0;0.0;0.83890283;0.84546494;0.84217107;0.25004387;0.79163182
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;"A group of protesters holding signs, one reads ""Slow down"".";0.0;0.0;0.0;0.83207476;0.84543502;0.83870173;0.33479893;0.83760685
0005.jpg;Ant stalo padėtos kodekso knygos;A book with a crest on it and a red tie on a table.;0.0;0.0;0.0;0.83286506;0.84301478;0.83790922;0.23109469;0.70774078
0006.jpg;Ranka virš čekių;A person is holding a receipt on top of a table.;0.0;0.0;0.0;0.83197641;0.83165365;0.83181506;0.20739327;0.60276049
0007.jpg;Vyras tikrinasi regėjimą;Man with a white plastic spoon in his ear.;0.0;0.0;0.0;0.82461864;0.83693421;0.8307308;-0.05429853;0.41284689
0008.jpg;Daugiabučio namo renovacija;"Scaffolding on a building with a banner that says ""Carol.""";0.0;0.0;0.0;0.81822443;0.81810743;0.81816596;-0.00868081;0.51198244
0009.jpg;Lietuvos pašto dėžutė ant sienos;"Yellow mailbox with ""Livet vår"" on the front.";0.0;0.0;0.0;0.8371383;0.8504653;0.84374923;0.01351624;0.67054629
0010.jpg;Krovininis laivas plaukiantis į uostą;Aerial view of a cargo ship.;0.0;0.0;0.0;0.85365689;0.81819785;0.83555132;0.21549228;0.77620679
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervaya stebima valido kameromis;0.0;0.0;0.0;0.85358393;0.82804644;0.84062129;0.26100475;0.71097332
0012.jpg;Prekių vežimėlis prekybos centre;A person is holding a red handle on a shopping cart in a grocery store aisle.;0.0;0.0;0.0;0.83314961;0.83957553;0.8363502;0.11737732;0.57982063
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;People walking on top of a bridge over water.;0.0;0.0;0.0;0.85620117;0.86412543;0.86014497;0.27410352;0.81454188
0014.jpg;Vėjo jėgainės jūroje;Wind turbines in the distance behind tall grass.;0.0;0.0;0.0;0.82851636;0.85089993;0.83955902;0.1430406;0.66222763
0015.jpg;Pinigų banknotai;A 20 and 10 Euro note in close up.;0.0;0.0;0.0;0.83599108;0.8544445;0.84511703;0.07000931;0.69885015
0016.jpg;Indai pilni persikų;A person holds a peach near bowls of fruit.;0.0;0.0;0.0;0.82074916;0.80294526;0.81174964;0.24186656;0.68163347
0017.jpg;Traktorius dirba laukuose;John Deere tractor with sprayer on a field.;0.0;0.0;0.0;0.85372889;0.86756754;0.86059254;0.31272298;0.82384056
0018.jpg;Kombainas dirba laukuose; combine harvester in action, kicking up dust;0.0;0.0;0.0;0.83225304;0.84810889;0.84010613;0.20965281;0.68598437
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;A person holds a basket full of fresh vegetables.;0.0;0.0;0.0;0.89024854;0.88699108;0.88861686;0.10961224;0.88853925
0020.jpg;Virtuvė prieš ir po remonto;Before and after: A cluttered kitchen is transformed into a bright and organized space.;0.0;0.0;0.0;0.84213257;0.86662143;0.8542015;0.33527774;0.83993262
0021.jpg;Kondensatas susidaręs prie lango;A potted plant sits by a window with condensation.;0.0;0.0;0.0;0.84279996;0.84340334;0.84310156;0.23624447;0.75002611
0022.jpg;Maža mergaitė sėdinti ant grindų;Little girl sitting on the floor watching TV.;0.0;0.0;0.0;0.88936579;0.89995009;0.89462662;0.23222508;0.78216964
0023.jpg;Kompostuojamos atliekos angare;An indoor composting area with large piles of dirt.;0.0;0.0;0.0;0.8251195;0.79471785;0.80963337;0.29636958;0.52514517
0024.jpg;Sodo komposto dėžė;A compost bin with vegetables and a wooden stick.;0.0;0.0;0.0;0.8418538;0.87301463;0.85715109;0.2052955;0.82626253
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;A sanitation worker empties a truck full of trash.;0.0;0.0;0.0;0.86337137;0.83796895;0.8504805;0.23346098;0.71271443
0026.jpg;Daug vikšrų;Black caterpillars on webbed silk between green leaves.;0.0;0.0;0.0;0.79803604;0.80914676;0.80355304;-0.01135472;0.47484249
0027.jpg;Daug vikšrų;Black caterpillars on a web between green leaves.;0.0;0.0;0.0;0.80279821;0.80326009;0.803029;-0.01284897;0.48198253
0028.jpg;Antrankiais surakintas žmogus;Two people in handcuffs being led by police.;0.0;0.0;0.0;0.81753135;0.78467762;0.80076766;0.10294837;0.29434711
0029.jpg;Naftos terminalas Rusijoje;Oil storage facility with bridge in background.;0.0;0.0;0.0;0.84673345;0.84865379;0.84769255;0.12198837;0.67319196
0030.jpg;Vyras laikantis automobilio ratą;Man changing a tire on a red car.;0.0;0.0;0.0;0.83410788;0.83767527;0.83588773;0.30678526;0.71266097
0031.jpg;Aukso luitai ir žmogaus pirštas;Person pointing at a smartphone with a gold bar graph.;0.0;0.0;0.0;0.84556699;0.84307879;0.84432101;0.17384613;0.49789175
