Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Pinigų išlaidos, sąskaitos, išlaidos, biudžetas, pinigai.;0.0;0.0;0.0;0.82660037;0.80111086;0.81365603;-0.00313657;0.4833585
0002.jpg;Vyras neša vėliavą;Protestas su Palestinos vėliava.;0.0;0.0;0.2;0.89575791;0.9203161;0.90787101;0.28636259;0.6390537
0003.jpg;Du kareiviai stovintys su vėliava;Lietuvos karių vėliava kariuomenės pratybų metu.;0.0;0.09803922;0.28571429;0.87865162;0.86834645;0.87346864;0.33535978;0.63759845
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Protesto plakatas su užrašu „Slow down“.;0.0;0.0;0.0;0.82705075;0.85385382;0.84023857;0.38465101;0.64680344
0005.jpg;Ant stalo padėtos kodekso knygos;Lietuvos Respublikos bankų sąrašas ir banko ženklelis.;0.0;0.0;0.0;0.85365278;0.85411119;0.85388196;0.00285473;0.21425913
0006.jpg;Ranka virš čekių;Rankose daug sąskaitų lapelių.;0.0;0.0;0.0;0.86722094;0.87789679;0.87252623;0.3329592;0.70811772
0007.jpg;Vyras tikrinasi regėjimą;Žmogus atlieka akių judėjimo testą.;0.0;0.0;0.0;0.91016328;0.87852538;0.89406455;0.06283276;0.78184062
0008.jpg;Daugiabučio namo renovacija;Atnaujinamas pastatas su įrengtais nuolatiniais statybų įrenginiais.;0.0;0.0;0.0;0.85414791;0.84582007;0.84996361;0.16406906;0.68791503
0009.jpg;Lietuvos pašto dėžutė ant sienos;Lietuvos paštas - pašto dėžutė.;0.0;0.2;0.71428571;0.90187573;0.88064581;0.89113438;0.68411541;0.80592322
0010.jpg;Krovininis laivas plaukiantis į uostą;Didelis krovininis laivas plaukia per kanalą.;0.0;0.36764706;0.4;0.89434069;0.88199115;0.88812298;0.6546517;0.89512724
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervaža, stebima vaizdo kameromis.;0.0;0.10204082;0.33333333;0.90541852;0.86972404;0.8872124;0.45037082;0.78961354
0012.jpg;Prekių vežimėlis prekybos centre;Pirkėjas stumia prekių krepšį parduotuvėje.;0.0;0.12195122;0.15384615;0.86661643;0.88637453;0.87638414;0.39494878;0.60610443
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Pramogos prie ežero, pėstieji ant tilto, miesto fonas.;0.0;0.0;0.0;0.87573612;0.88494813;0.88031799;0.01870338;0.77291757
0014.jpg;Vėjo jėgainės jūroje;Jūra, vėjo turbinos ir pieva.;0.0;0.15625;0.28571429;0.90141791;0.90918827;0.90528643;0.41963094;0.9298088
0015.jpg;Pinigų banknotai;Euro banknotai: 20 ir 10 eurų.;0.0;0.0;0.25;0.86349058;0.92446262;0.892937;0.34712592;0.6155588
0016.jpg;Indai pilni persikų;"Maži kriaušių-persikų hibridai, vadinami ""nectarines"".";0.0;0.0;0.18181818;0.82858819;0.85057771;0.83943903;0.28516611;0.47288203
