Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Hand holding scattered printed receipts with dark background.;0.0;0.0;0.0;0.82617557;0.82948864;0.82782882;0.1863187;0.74675584
0002.jpg;Vyras neša vėliavą;A man holding the Palestinian flag in an urban setting.;0.0;0.0;0.13333333;0.84772789;0.86504185;0.85629737;0.05436805;0.74056011
0003.jpg;Du kareiviai stovintys su vėliava;Soldiers with flags in military exercises under blue sky.;0.0;0.0;0.0;0.8460604;0.84633487;0.84619766;0.27355546;0.76304626
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;"Protesters holding signs in Lithuanian, one reading ""Slow down"".";0.0;0.0;0.0;0.8189218;0.84768832;0.83305681;0.35990536;0.76996207
0005.jpg;Ant stalo padėtos kodekso knygos;Stacked legal books with a red cap and silver pin on a wooden desk.;0.0;0.0;0.0;0.82412165;0.84450996;0.83419126;0.3086127;0.73461539
0006.jpg;Ranka virš čekių;Hand holds neatly folded paper receipts, close-up.;0.0;0.0;0.0;0.82686561;0.8397702;0.83326799;0.17143828;0.6873123
0007.jpg;Vyras tikrinasi regėjimą;man holding white, circular object to eye.;0.0;0.0;0.0;0.8165338;0.83068907;0.82355064;0.00822401;0.66692799
0008.jpg;Daugiabučio namo renovacija;Building under renovation with scaffolding and worker on balcony.;0.0;0.0;0.0;0.83656979;0.82346678;0.82996655;0.22427192;0.6031245
0009.jpg;Lietuvos pašto dėžutė ant sienos;"Yellow mailbox on black wall, ""Lietuvos Paštas"" written.";0.0;0.0;0.25;0.85007554;0.88316852;0.86630613;0.33264109;0.82283872
0010.jpg;Krovininis laivas plaukiantis į uostą;Aerial view of container ship near port entrance.;0.0;0.0;0.0;0.85693222;0.83733743;0.84702158;0.18373102;0.78523338
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Train crossing sign in Latvian, blurred cars.;0.0;0.0;0.0;0.82472336;0.81912148;0.82191288;0.01227103;0.23665814
0012.jpg;Prekių vežimėlis prekybos centre;Grocery store aisle with shopping cart. Person's arm holding cart handle. Shelves in background.;0.0;0.0;0.0;0.82885647;0.84857625;0.83860046;0.08900863;0.63424957
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Concrete bridge over water, people enjoying urban park.;0.0;0.0;0.0;0.8494643;0.85776508;0.85359448;0.1709516;0.72444493
0014.jpg;Vėjo jėgainės jūroje;Swaying grass in front, wind turbines blur in blue horizon.;0.0;0.0;0.0;0.81518352;0.83823341;0.82654786;0.18803495;0.67250472
