Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Krepšinio pirkimų kvitiniai.;0.0;0.0;0.0;0.82642746;0.82925689;0.82783979;0.14927125;0.42985928
0002.jpg;Vyras neša vėliavą;Protestas su palestiniečių vėliava.;0.0;0.0;0.18181818;0.90334862;0.91778314;0.91050869;0.35237846;0.63870937
0003.jpg;Du kareiviai stovintys su vėliava;Kariuomenės karinės akcijos.;0.0;0.0;0.0;0.88882607;0.83211815;0.85953778;0.19559458;0.56676298
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;"Protestas su žodžiais ""Nemuno dešra"", ""Kultūros faršas"" ir ""Slow down"".";0.0;0.0;0.0;0.8071444;0.86133134;0.83335799;0.10912336;0.73427689
0005.jpg;Ant stalo padėtos kodekso knygos;Kodeksas, knygos ir raudonas kepurėlis.;0.0;0.1;0.16666667;0.88551629;0.86741948;0.87637448;0.51097625;0.72511017
0006.jpg;Ranka virš čekių;Ranka laikanti daugybę banknotų.;0.0;0.16129032;0.28571429;0.86318934;0.87316811;0.86815;0.2729308;0.71561545
0007.jpg;Vyras tikrinasi regėjimą;Vyras su debesų spalvos ranka ir baltu apvaliu objektu.;0.0;0.13888889;0.15384615;0.86581588;0.8628881;0.86434948;-0.0562804;0.52637208
0008.jpg;Daugiabučio namo renovacija;Renovacijos darbai fasade.;0.0;0.0;0.0;0.90567559;0.84454048;0.87404037;0.41916868;0.7997703
0009.jpg;Lietuvos pašto dėžutė ant sienos;Žalia stogo formos pašto dėžutė su Lietuvos pašto logotipu.;0.0;0.47325103;0.42105263;0.88769448;0.90310264;0.89533222;0.584095;0.81548303
0010.jpg;Krovininis laivas plaukiantis į uostą;Gausus konteinerio laivas eina į uostą.;0.0;0.19607843;0.44444444;0.9088766;0.89772522;0.90326649;0.35558701;0.88232148
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervaža stebima vaizdo kameromis.;0.0;0.20408163;0.33333333;0.90399009;0.89201307;0.89796168;0.46057016;0.78367484
0012.jpg;Prekių vežimėlis prekybos centre;Moteris veža rinkinį mažos parduotuvės gatvėje.;0.0;0.0;0.125;0.89315259;0.88638556;0.8897562;0.23292407;0.54300988
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Miestinis tiltas per upę su žmonėmis.;0.0;0.0;0.13333333;0.86734474;0.87096918;0.86915314;0.15738484;0.90126991
0014.jpg;Vėjo jėgainės jūroje;Vėjo elektrinės užplungtos jūroje.;0.0;0.16129032;0.66666667;0.87154937;0.93115377;0.90036625;0.46605009;0.9608475
0015.jpg;Pinigų banknotai;Euro banknotai: 20, 10 ir 50 eurų.;0.0;0.0;0.22222222;0.83864492;0.92351657;0.87903684;0.32038692;0.60599154
0016.jpg;Indai pilni persikų;Pavasario vaisiai: pečiai;0.0;0.0;0.0;0.8586331;0.83557153;0.84694541;0.17088741;0.61781853
