Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;"a person holding a pile of receipts
";0.0;0.0;0.0;0.82087815;0.81344247;0.81714338;0.09121588;0.63955492
0002.jpg;Vyras neša vėliavą;"a man holding an israeli flag in front of a crowd
";0.0;0.0;0.125;0.84324616;0.86010796;0.85159361;0.21720044;0.7437802
0003.jpg;Du kareiviai stovintys su vėliava;"soldiers with green flags stand in front of tanks
";0.0;0.0;0.0;0.85327947;0.85287273;0.85307604;0.22791696;0.66862023
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;"a group of people holding signs and holding up their hands
";0.0;0.0;0.0;0.82977235;0.84095585;0.83532661;0.30559224;0.78942412
0005.jpg;Ant stalo padėtos kodekso knygos;"a stack of books
";0.0;0.0;0.0;0.86497498;0.83870447;0.85163718;0.29986447;0.6654467
0006.jpg;Ranka virš čekių;"a person holding a piece of paper with a folded piece of paper
";0.0;0.0;0.0;0.82059562;0.82021362;0.82040453;0.05626068;0.46625456
0007.jpg;Vyras tikrinasi regėjimą;"a man is holding a white toothbrush to his eye
";0.0;0.0;0.0;0.82123673;0.84057879;0.83079517;0.04047136;0.55672532
0008.jpg;Daugiabučio namo renovacija;"a yellow building with scaffolding on it
";0.0;0.0;0.0;0.82162917;0.81680626;0.81921059;0.06647408;0.47284704
0009.jpg;Lietuvos pašto dėžutė ant sienos;"a yellow mailbox is on the side of a building
";0.0;0.0;0.0;0.84629786;0.84940881;0.84785056;0.01902966;0.59867662
0010.jpg;Krovininis laivas plaukiantis į uostą;"a large container ship is traveling through the water
";0.0;0.0;0.0;0.85797596;0.83916807;0.84846777;0.23602787;0.79343349
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;"a car driving down the road with a sign that says ""stop""
";0.0;0.0;0.0;0.82504642;0.82063574;0.82283521;-0.03706426;0.23661774
0012.jpg;Prekių vežimėlis prekybos centre;"a person is pushing a shopping cart in a grocery store
";0.0;0.0;0.0;0.83816499;0.84431785;0.84123015;0.08079149;0.58289808
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;"people are walking on a bridge over a river
";0.0;0.0;0.0;0.84670281;0.84925127;0.84797513;0.31288058;0.83132792
0014.jpg;Vėjo jėgainės jūroje;"wind turbines on the beach with tall grass
";0.0;0.0;0.0;0.83222032;0.8500765;0.84105366;0.153326;0.78594452
0015.jpg;Pinigų banknotai;"euros banknotes are seen in this photo
";0.0;0.0;0.0;0.84937072;0.8688463;0.85899812;0.36898059;0.7318874
0016.jpg;Indai pilni persikų;"peach tree in the garden
";0.0;0.0;0.0;0.81566423;0.81231797;0.81398767;0.19433606;0.70953315
0017.jpg;Traktorius dirba laukuose;"a tractor spraying a field with a sprayer
";0.0;0.0;0.0;0.85220069;0.86728501;0.85967666;0.35740486;0.68074226
0018.jpg;Kombainas dirba laukuose;"a combine harvester is being driven through a field
";0.0;0.0;0.0;0.83878702;0.85949093;0.84901279;0.20319894;0.71498799
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;"a man holding a basket full of fresh vegetables
";0.0;0.0;0.0;0.87679899;0.87176085;0.87427264;0.12977108;0.85381544
0020.jpg;Virtuvė prieš ir po remonto;"a kitchen with a dining table and chairs
";0.0;0.0;0.0;0.82151109;0.83916891;0.83024609;0.18661246;0.65424591
0021.jpg;Kondensatas susidaręs prie lango;"a potted plant sits on the window sill next to a window with water droplets on it
";0.0;0.0;0.0;0.82733202;0.83782619;0.832546;0.14146744;0.74957043
0022.jpg;Maža mergaitė sėdinti ant grindų;"a little girl sitting on the floor watching tv
";0.0;0.0;0.125;0.86624652;0.87583923;0.8710165;0.23360577;0.80246031
0023.jpg;Kompostuojamos atliekos angare;"a large pile of dirt
";0.0;0.0;0.0;0.82937908;0.7865541;0.80739909;0.12153734;0.44869491
0024.jpg;Sodo komposto dėžė;"a compost bin with a wooden lid sitting in the grass
";0.0;0.0;0.0;0.83147347;0.87178171;0.85115063;0.21725668;0.82631308
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;"a man loading garbage into a garbage truck
";0.0;0.0;0.0;0.84128416;0.8181237;0.82954228;0.10741208;0.64965904
0026.jpg;Daug vikšrų;"two pictures of a spider web with black spiders
";0.0;0.0;0.0;0.80710429;0.81061757;0.80885708;0.04003868;0.43841663
0027.jpg;Daug vikšrų;"a group of black bugs on a leaf
";0.0;0.0;0.0;0.80587196;0.78697276;0.79631019;0.0351064;0.54022598
0028.jpg;Antrankiais surakintas žmogus;"a man in handcuffs is being held by another man
";0.0;0.0;0.0;0.82185405;0.7971195;0.80929786;0.16727522;0.28820756
0029.jpg;Naftos terminalas Rusijoje;"a large industrial complex with many tanks and a bridge
";0.0;0.0;0.0;0.84503907;0.83110601;0.83801466;0.04895648;0.48989859
0030.jpg;Vyras laikantis automobilio ratą;"a man is working on a car tire
";0.0;0.0;0.0;0.8516531;0.84489608;0.84826112;0.3221857;0.64550167
0031.jpg;Aukso luitai ir žmogaus pirštas;"gold bars on the table and finger pointing at the screen
";0.0;0.0;0.0;0.84756827;0.84876728;0.84816736;0.17783776;0.629098
0032.jpg;Moksleiviai sėdintys klasėje;"a group of students sitting at desks in a classroom
";0.0;0.0;0.0;0.84452033;0.85791194;0.85116345;0.52362686;0.91665041
0033.jpg;Mokytoja stovinti prie išmanios lentos;"a teacher is teaching a class in a classroom
";0.0;0.0;0.0;0.84598106;0.84273249;0.84435368;0.14866085;0.77804053
0034.jpg;Vaistai ir pinigai;"how to save money on your taxes
";0.0;0.0;0.0;0.84124357;0.82226586;0.8316465;0.13450637;0.30684167
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;"the gold medal of the nobel prize is shown on a red background
";0.0;0.0;0.0;0.83060157;0.82314622;0.82685709;0.26986045;0.47283787
0036.jpg;Žemė ir skriejantis asteroidas;"an asteroid is seen in space with a red light
";0.0;0.0;0.0;0.84987092;0.83741772;0.84359837;0.24787028;0.7859118
0037.jpg;Žemė ir skriejantis asteroidas;"an asteroid is seen in space with earth in the background
";0.0;0.0;0.0;0.85815716;0.85078108;0.85445315;0.41235232;0.89892429
0038.jpg;Palydovas kosmose;"the space station is seen from the space shuttle
";0.0;0.0;0.0;0.81775713;0.82098889;0.81936979;0.40590358;0.68344575
0039.jpg;Blogas kvapas;"woman with long hair touching her nose
";0.0;0.0;0.0;0.78242451;0.79885298;0.79055339;0.09619925;0.37640607
0040.jpg;Naujagimius ligoninėje prižiūri seselė;"a woman is tending to the babies in the crib
";0.0;0.0;0.0;0.84499574;0.84662265;0.84580839;0.10607704;0.73351121
0041.jpg;Zebras;"a zebra is standing in front of a black and white striped background
";0.0;0.22727273;0.14285714;0.76213521;0.78124011;0.77156943;0.62839162;0.80547363
0042.jpg;Rankos pirštų nagai;"a person with a finger on their hand
";0.0;0.0;0.0;0.81659037;0.81376994;0.81517768;0.21172106;0.64924765
0043.jpg;Daug radioteleskopų;"the largest radio telescope in the world
";0.0;0.0;0.0;0.86209905;0.87676179;0.86936861;0.56342882;0.78842205
0044.jpg;Du šernai pievoje;"wild boar in the wild
";0.0;0.0;0.0;0.8214305;0.81061697;0.81598788;0.03122082;0.33918864
0045.jpg;Pomidorai ir bulvės;"two images of tomatoes and potatoes
";0.0;0.0;0.0;0.86233783;0.84304798;0.85258383;0.23527437;0.83334166
0046.jpg;Du vilkai miške;"two wolves standing in the woods near trees
";0.0;0.0;0.0;0.82087916;0.84526336;0.83289289;0.21910724;0.56413209
0047.jpg;Vilkas miške prie medžio;"a lone wolf stands in the woods
";0.0;0.0;0.0;0.83601725;0.84252095;0.83925647;0.19316512;0.81010252
