Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Švirkščio rankoje yra keleivių bilietų.;0.0;0.15625;0.22222222;0.86161083;0.86465645;0.86313093;0.31608599;0.49003464
0002.jpg;Vyras neša vėliavą;Pilietų demonstracijos, vėlės ir viltis.;0.0;0.0;0.16666667;0.88919818;0.89826119;0.89370674;0.12668335;0.52804744
0003.jpg;Du kareiviai stovintys su vėliava;Armia ir vėliavos, tankai lauke.;0.0;0.0;0.16666667;0.8869909;0.86409664;0.87539411;0.2247611;0.70401502
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Protestas prieš kultūros politiką.;0.0;0.0;0.0;0.87321794;0.84135151;0.85698855;0.13004656;0.70581561
0005.jpg;Ant stalo padėtos kodekso knygos;Kodeksas. Knyga apie knygas.;0.0;0.0;0.0;0.88243437;0.86686581;0.8745808;0.44895661;0.81299734
0006.jpg;Ranka virš čekių;Švirkščioje rankoje laikomos sąskaitų lapai.;0.0;0.0;0.0;0.87583363;0.85635865;0.8659867;0.41701925;0.75869203
0007.jpg;Vyras tikrinasi regėjimą;Švirkštas ant veido.;0.0;0.0;0.0;0.85673738;0.83194226;0.84415776;0.07786207;0.32004321
0008.jpg;Daugiabučio namo renovacija;"""Caprol Hadu Sinimo Stenos""";0.0;0.0;0.0;0.84429753;0.83793956;0.84110647;-0.02266149;0.29864058
0009.jpg;Lietuvos pašto dėžutė ant sienos;Lietuvos paštas. Griausis paštuva.;0.0;0.10204082;0.30769231;0.82066405;0.86143875;0.84055716;0.4619171;0.70842916
0010.jpg;Krovininis laivas plaukiantis į uostą;Didelė krovinių laivą švirkščiojo vanduoje.;0.0;0.0;0.0;0.85484719;0.85563231;0.85523957;0.44084239;0.84785032
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervazė stebima vaizdo kameromis.;0.0;0.10204082;0.18181818;0.90104437;0.88178056;0.89130837;0.45174363;0.86211169
0012.jpg;Prekių vežimėlis prekybos centre;"Šio paveikslėlio antraštė: ""Šiandieninių pirkinių"".";0.0;0.0;0.0;0.83221674;0.86661959;0.84906977;0.04840497;0.61869109
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Miesto parkas ir tilto vaizdas.;0.0;0.07352941;0.15384615;0.89421332;0.89070141;0.89245391;0.07983732;0.7600069
0014.jpg;Vėjo jėgainės jūroje;Vėjo energija ir vanduo.;0.0;0.16129032;0.33333333;0.92788279;0.90091705;0.91420114;0.25856584;0.82282859
0015.jpg;Pinigų banknotai;Eurų banknotai 10 ir 20 eurų vardeniai.;0.0;0.2;0.22222222;0.84156674;0.93765759;0.88701731;0.3708497;0.61621219
0016.jpg;Indai pilni persikų;Obelis ir obelis kibirkibės.;0.0;0.0;0.0;0.85150355;0.83741117;0.84439856;0.1208429;0.6492725
0017.jpg;Traktorius dirba laukuose;Traktorius dirba lauke.;0.0;0.625;0.66666667;0.93998992;0.9468115;0.94338834;0.91082966;0.91505957
0018.jpg;Kombainas dirba laukuose;Lašių laužymas ir laužymas.;0.0;0.0;0.0;0.8799423;0.86755359;0.87370402;0.30166537;0.45277876
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;Žmogus lape paskaro švirkščio sūkiai ir obuoliai.;0.0;0.08196721;0.11764706;0.8615886;0.91498506;0.88748437;0.16546874;0.50174433
0020.jpg;Virtuvė prieš ir po remonto;Dvi kavine stilių virtuvės: viena su mediniais spinduliais, kita – su švirkščiu ir švirkščiu.;0.0;0.08474576;0.19047619;0.83596146;0.85662591;0.8461675;0.08428936;0.65183431
0021.jpg;Kondensatas susidaręs prie lango;Langas ir kaktusas po lietau.;0.0;0.0;0.0;0.88040191;0.86681867;0.87355751;0.16448335;0.60830164
0022.jpg;Maža mergaitė sėdinti ant grindų;Vaikas žiūri televizorį, sėda ant grindų.;0.0;0.09803922;0.4;0.91097659;0.91726935;0.91411221;0.34924203;0.68723309
0023.jpg;Kompostuojamos atliekos angare;Dirvojos sandėlyje po danga.;0.0;0.0;0.0;0.82390153;0.81219542;0.81800663;0.15659195;0.42621124
0024.jpg;Sodo komposto dėžė;Žemaitės dėžėje sėkina obelis ir kiaušiai.;0.0;0.0;0.15384615;0.84401661;0.9149493;0.87805271;0.0711325;0.65045536
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;Šiame paveikslėlyje matyti šių veikėjų veikla.;0.0;0.0;0.0;0.90234804;0.8586604;0.87996233;0.31348258;0.4410159
0026.jpg;Daug vikšrų;Švelnūs vabzdžiai, vabzdžių vabzdžiai.;0.0;0.0;0.0;0.86511707;0.83710492;0.8508805;0.00863978;0.66220236
0027.jpg;Daug vikšrų;Švirkščiai ant plėveinės.;0.0;0.0;0.0;0.86224484;0.83889019;0.85040724;-0.01555429;0.78528005
0028.jpg;Antrankiais surakintas žmogus;Žmogus, pabrėžtas rankos, laikytas su varžomis.;0.0;0.0;0.18181818;0.79589951;0.79567623;0.79578781;0.42810729;0.61920494
0029.jpg;Naftos terminalas Rusijoje;Industriinis kompleksas prie upelio.;0.0;0.0;0.0;0.87024373;0.86147237;0.86583585;0.04398855;0.37675163
0030.jpg;Vyras laikantis automobilio ratą;Automobilio mechanikas keičia padangę.;0.0;0.125;0.22222222;0.83768177;0.87108028;0.85405463;0.44146386;0.69245619
0031.jpg;Aukso luitai ir žmogaus pirštas;Auksinės monetai ir pelno dinamika.;0.0;0.1;0.16666667;0.92120206;0.87998998;0.90012449;0.113737;0.53183436
0032.jpg;Moksleiviai sėdintys klasėje;Šiame paveikslėlyje matyti mokinčiai klasėje.;0.0;0.0;0.30769231;0.92140174;0.91776949;0.91958207;0.50279832;0.83611703
0033.jpg;Mokytoja stovinti prie išmanios lentos;Šioje nuotrauka mokinys klasėje. Mokytoja priešais.;0.0;0.09803922;0.28571429;0.90389264;0.91938692;0.91157395;0.2433992;0.81781274
0034.jpg;Vaistai ir pinigai;Šiame paveikslėlyje matyti vaistai ir pinigai.;0.0;0.56818182;0.6;0.90232617;0.90591878;0.9041189;0.661147;0.82286346
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;Alf. Nobel, gimęs 1833, mirė 1896.;0.0;0.0;0.0;0.82625544;0.8180688;0.82214171;0.23030354;0.4534305
0036.jpg;Žemė ir skriejantis asteroidas;Žemė ir meteoritas tamsioje erdvėje.;0.0;0.45731707;0.4;0.90283513;0.90214437;0.9024896;0.43339124;0.8004694
0037.jpg;Žemė ir skriejantis asteroidas;Šiems paveikslėliams priskiriamas meteoritas prie Žemės.;0.0;0.0;0.16666667;0.88357508;0.87696677;0.8802585;0.27207777;0.78911281
0038.jpg;Palydovas kosmose;Sputnik 1: pirmoji mėsinių erdvės laivų.;0.0;0.0;0.0;0.8544786;0.86940819;0.86187881;0.13411605;0.60683131
0039.jpg;Blogas kvapas;Švelni moters veido brūkštas.;0.0;0.0;0.0;0.77035224;0.78597331;0.7780844;-0.06859746;0.34420237
0040.jpg;Naujagimius ligoninėje prižiūri seselė;Švirkščiai ir neonatologijos skyrius.;0.0;0.0;0.0;0.86937892;0.86815405;0.86876607;0.12355645;0.68260688
0041.jpg;Zebras;Žirafas prie juostelės foninėje nuotraukos.;0.0;0.0;0.0;0.75918722;0.78565824;0.77219594;0.13846156;0.42123815
0042.jpg;Rankos pirštų nagai;Švirkštas rankos pirštas.;0.0;0.16666667;0.44444444;0.88582098;0.8710624;0.8783797;0.49976021;0.85912937
0043.jpg;Daug radioteleskopų;Švirkštiniai teleskopai šioje stotyje.;0.0;0.0;0.0;0.89240396;0.86263597;0.87726748;0.26186731;0.81854999
