Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Tikėtina kad jūsų žodžiai yra įvairūs Tačiau tikrai kad jūsų žodžiai yra įvairūs;0.0;0.0;0.0;0.83112538;0.81685537;0.82392865;0.04665779;0.22539796
0002.jpg;Vyras neša vėliavą;Palestinai kovoti;0.0;0.0;0.0;0.82069862;0.83901715;0.8297568;-0.02073055;0.30119929
0003.jpg;Du kareiviai stovintys su vėliava;Žmonės stovi šalia žmogaus;0.0;0.0;0.0;0.8486672;0.81338912;0.83065373;0.15186955;0.50342947
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Nemuno dešra kultūros faršas;0.0;0.0;0.0;0.82205307;0.84244555;0.83212447;0.00219158;0.34165782
0005.jpg;Ant stalo padėtos kodekso knygos;Kodėksas Lietuva Republika;0.0;0.0;0.0;0.83373618;0.8308636;0.83229744;0.27860492;0.24623787
0006.jpg;Ranka virš čekių;Naudoti išmokėjimai;0.0;0.0;0.0;0.90226734;0.8508901;0.87582594;-0.10858235;0.39360011
0007.jpg;Vyras tikrinasi regėjimą;Paveikslėlio antraštė Paveikslėlis yra su keliu žodžiu;0.0;0.0;0.0;0.84164417;0.84410155;0.84287107;-0.00769903;0.13768578
0008.jpg;Daugiabučio namo renovacija;CAROL ŠIMIMO SITEMOS;0.0;0.0;0.0;0.79488909;0.81679618;0.80569375;-0.01850304;0.31824923
0009.jpg;Lietuvos pašto dėžutė ant sienos;Lietuvos paštas;0.0;0.10638298;0.4;0.92339182;0.81684923;0.86685914;0.54894948;0.72617054
0010.jpg;Krovininis laivas plaukiantis į uostą;MSC Amsterdam naviguoja per jūrą;0.0;0.0;0.0;0.86039209;0.85329139;0.85682708;0.09767099;0.6830554
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervąsa stebima kameromis;0.0;0.0;0.0;0.87179053;0.86282408;0.86728412;0.31706637;0.60571587
0012.jpg;Prekių vežimėlis prekybos centre;Pavasario keliavimas;0.0;0.0;0.0;0.86083996;0.85022002;0.855497;0.10944169;0.34943539
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Trumpas tekstas 10 žodžių;0.0;0.0;0.0;0.87899417;0.84727538;0.86284345;-0.04017278;0.29177144
0014.jpg;Vėjo jėgainės jūroje;Vėjas kyla iš vandens;0.0;0.0;0.16666667;0.88090897;0.91574883;0.89799106;0.17544617;0.83775032
0015.jpg;Pinigų banknotai;20 10 Euro banknotai valiuta;0.0;0.2173913;0.28571429;0.82156926;0.81289119;0.81720722;0.41815388;0.74542242
0016.jpg;Indai pilni persikų;Pavasaris puikus vaisius;0.0;0.0;0.0;0.85545254;0.84192836;0.84863657;0.17928563;0.59876728
0017.jpg;Traktorius dirba laukuose;Traktorius sprausti žolę;0.0;0.16666667;0.33333333;0.89202833;0.90389049;0.89792025;0.64772701;0.8248505
0018.jpg;Kombainas dirba laukuose;Claas šviesa vėjas kryžkelė vėjas kryžkelė vėjas kryžkelė;0.0;0.0;0.0;0.79547268;0.85528898;0.82429713;0.07526222;0.5165537
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;Viešas žaliavų keliavimas;0.0;0.0;0.0;0.86480677;0.8903023;0.8773694;0.06096071;0.27451804
0020.jpg;Virtuvė prieš ir po remonto;Kūrėjų kūnas Kūrėjų kūnas;0.0;0.0;0.0;0.8577888;0.83852243;0.84804624;-0.02133933;0.17878611
0021.jpg;Kondensatas susidaręs prie lango;Vakarėlis Mėgau Vėl Aukščiau;0.0;0.0;0.0;0.82278782;0.84101188;0.83180004;0.03696524;0.35435098
0022.jpg;Maža mergaitė sėdinti ant grindų;Mėgsta žiūrėti;0.0;0.0;0.0;0.84137005;0.85857975;0.84988779;0.19882275;0.20609781
0023.jpg;Kompostuojamos atliekos angare;Daugiau žaliųjų šakų;0.0;0.0;0.0;0.81281245;0.80036223;0.8065393;-0.03094576;0.4246248
0024.jpg;Sodo komposto dėžė;Kūno apšvietimas;0.0;0.0;0.0;0.86716354;0.90805936;0.88714039;0.01880158;0.21429002
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;Paveikslėlio antraštė žmonės kurių darbo vietos yra prie kelio kuriame atsiranda platus kelių;0.0;0.0;0.0;0.83040756;0.84333634;0.83682197;0.14016365;0.5982241
0026.jpg;Daug vikšrų;Kūnai kuriuos įsikūrė įvairūs uždengti netinkamai;0.0;0.0;0.15384615;0.81747502;0.82702613;0.82222277;0.0553736;0.56835067
0027.jpg;Daug vikšrų;Kryžiai kryžiai kryžiai kryžiai kryžiai kryžiai kryžiai kryžiai kryžiai kryžiai;0.0;0.0;0.0;0.72902644;0.79975671;0.76275539;-0.0598007;0.46483493
