Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Ranka laiko daugybę pirkimo sąskaitų tamsioje aplinkoje;0.0;0.0;0.0;0.84480226;0.86402339;0.85430473;0.47364634;0.57583702
0002.jpg;Vyras neša vėliavą;Vėliava vėjyje  raudona balta žalia;0.0;0.0;0.16666667;0.85131675;0.89611661;0.87314236;0.42894506;0.33581471
0003.jpg;Du kareiviai stovintys su vėliava;Kariuomenės kariai su vėliava treniruotėse;0.0;0.375;0.42857143;0.88662207;0.89780092;0.89217651;0.36912528;0.81590134
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Protestas prieš kultūros politiką Slow down važiuojate griovį;0.0;0.0;0.0;0.84767294;0.85239947;0.85002959;0.18812108;0.55729753
0005.jpg;Ant stalo padėtos kodekso knygos;Kodekso knygos prie raudono kelnės su herbu;0.0;0.36057692;0.28571429;0.86268544;0.88101536;0.87175411;0.57193166;0.71852738
0006.jpg;Ranka virš čekių;Ranka laiko daugybę senų pirkimo kvitų ant tamsaus stalo;0.0;0.13888889;0.16666667;0.84393251;0.86826551;0.8559261;0.33366504;0.4084301
0007.jpg;Vyras tikrinasi regėjimą;Vyras su balta akinių lentelės plokšte ant akies;0.0;0.14285714;0.14285714;0.87056506;0.87894785;0.87473637;0.10791989;0.73454434
0008.jpg;Daugiabučio namo renovacija;Namų renovacija su statybiniais karkasais ir vėliavomis;0.0;0.14705882;0.16666667;0.84217203;0.87257701;0.8571049;0.39910287;0.85587084
0009.jpg;Lietuvos pašto dėžutė ant sienos;Geltonas pašto dėžutės Lietuvos paštas prie juodos sienos;0.0;0.59551887;0.52631579;0.87403017;0.92089921;0.89685273;0.6332624;0.87715197
0010.jpg;Krovininis laivas plaukiantis į uostą;Didelis konteinerinis laivas įsiveržia į uostą vėdinamas mažu laiveliu;0.0;0.47325103;0.26666667;0.8857283;0.88909316;0.88740748;0.36094329;0.85886186
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervaža stebima vaizdo kameromis;0.0;0.20408163;0.33333333;0.91065753;0.8841964;0.89723188;0.4587445;0.79986656
0012.jpg;Prekių vežimėlis prekybos centre;Krepšys parduotuvėje Žmogus eina tarp lėkštų;0.0;0.0;0.0;0.86366367;0.86497825;0.8643204;0.20119131;0.73989511
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Keliautojai per tiltą žmonės prie upės miesto peizažas;0.0;0.07042254;0.21052632;0.87343752;0.89865661;0.8858676;0.42202708;0.87403542
0014.jpg;Vėjo jėgainės jūroje;Vėjo jėgainės jūroje priekyje  smėlio žolės;0.0;0.89225589;0.73684211;0.93123138;0.97794843;0.95401835;0.73374009;0.90638131
0015.jpg;Pinigų banknotai;Euro banknotai 10 ir 20 eurų nominalai;0.0;0.2;0.22222222;0.86526823;0.94597292;0.90382254;0.38457432;0.63082033
0016.jpg;Indai pilni persikų;Švieži raudoni ir geltoni persikai lauke ir rankoje;0.0;0.0;0.0;0.85773659;0.87147582;0.8645516;0.18003359;0.82408518
0017.jpg;Traktorius dirba laukuose;Žali lauke traktorius su žemės ūkio priemonėmis;0.0;0.14705882;0.16666667;0.86562854;0.89832717;0.88167477;0.5087719;0.81306982
0018.jpg;Kombainas dirba laukuose;Kombainas žemės ūkyje paukštis skrydžiuose;0.0;0.15625;0.18181818;0.88982153;0.90930665;0.89945859;0.42532623;0.65101564
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;Švieži daržovės krepšyje  sveika natūrali maistas;0.0;0.0;0.21052632;0.8854593;0.90038574;0.89286011;0.26119143;0.67247844
0020.jpg;Virtuvė prieš ir po remonto;Kavinės prieš ir po atnaujinimo moderni šviesi stilinga;0.0;0.55555556;0.42857143;0.8924312;0.93213332;0.91185033;0.30359232;0.49926049
0021.jpg;Kondensatas susidaręs prie lango;Langas su kondensu šalia  žalias augalas tinkleliuose;0.0;0.0;0.0;0.85931671;0.88302159;0.87100786;0.4393692;0.82735229
0022.jpg;Maža mergaitė sėdinti ant grindų;Maža mergaitė žiūri TV sėdinti ant grindų;0.0;0.93076923;0.82352941;0.95100296;0.9679544;0.95940381;0.85139549;0.74565768
0023.jpg;Kompostuojamos atliekos angare;Žemės ūkio sandėlyje  didelės dirvožemio ir mulčiavimo medžiagos kūnai;0.0;0.0;0.0;0.77020407;0.81412947;0.79155785;0.14863317;0.52866995
0024.jpg;Sodo komposto dėžė;Žalias kompostavimo dėžė su atidarytu dangčiu pilna organinio atliekų;0.0;0.13888889;0.15384615;0.83602536;0.9514786;0.89002347;0.30876356;0.90327978
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;Šiukšlių vežėjas krovinį įkėlė į sunkvežimį;0.0;0.0;0.23529412;0.88165963;0.87072718;0.87615931;0.51544201;0.6266892
0026.jpg;Daug vikšrų;Juodi vabzdžiai su šarvuotais kūnais keliauja ant augalų apsupti svilų;0.0;0.0;0.0;0.79101956;0.8361187;0.81294411;-0.04161952;0.58922803
0027.jpg;Daug vikšrų;Juodi vabalai su aštriais kauliukais ant žalios augalijos;0.0;0.0;0.0;0.80983722;0.83138543;0.8204698;-0.00455218;0.66061229
0028.jpg;Antrankiais surakintas žmogus;Suvestas žmogus su rankomis už nugaros laikomas policijos;0.0;0.14285714;0.18181818;0.80509567;0.81923628;0.81210446;0.24397795;0.50309646
0029.jpg;Naftos terminalas Rusijoje;Naftos talpyklų terminalas prie upės už jo  tiltas ir miesto panorama;0.0;0.26315789;0.26666667;0.8667711;0.92090094;0.89301652;0.45482504;0.6359545
0030.jpg;Vyras laikantis automobilio ratą;Mechanikas keičia raudono automobilio ratą;0.0;0.45731707;0.4;0.91222566;0.92090219;0.91654336;0.58502853;0.68989813
0031.jpg;Aukso luitai ir žmogaus pirštas;Auksas ir finansų augimas ranka rodo grafiką ant tabletės;0.0;0.09259259;0.125;0.84892827;0.86102235;0.85493255;0.24644792;0.43734616
0032.jpg;Moksleiviai sėdintys klasėje;Mokiniai klasėje atsiveria nugaros rašo į knygas;0.0;0.14705882;0.30769231;0.84670025;0.89271909;0.86910087;0.5408892;0.81500298
0033.jpg;Mokytoja stovinti prie išmanios lentos;Mokyklos klasėje mokytoja pateikia pamoką prie ekrano;0.0;0.19230769;0.28571429;0.87741542;0.89455199;0.8859008;0.26071891;0.83305228
0034.jpg;Vaistai ir pinigai;Vaistai pinigai ir skaičiuotuvas  sveikatos kainos;0.0;0.45454545;0.4;0.88296008;0.92795837;0.90490013;0.5782572;0.83683372
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;Nobeliška medalis su Alfredo Nobelo portretu raudonoje fone;0.0;0.0;0.0;0.85972804;0.8427459;0.85115236;0.34228528;0.56348139
0036.jpg;Žemė ir skriejantis asteroidas;Žemės orbitoje  didelis asteroidas;0.0;0.25;0.44444444;0.86528182;0.82556844;0.84495878;0.50147045;0.90907091
0037.jpg;Žemė ir skriejantis asteroidas;Asteroidas artėja prie Žemės kosmosiniame erdvėje;0.0;0.23809524;0.15384615;0.85587925;0.87710667;0.86636287;0.40959951;0.89659119
0038.jpg;Palydovas kosmose;Kosminis laivas skrydžiai virš žemės tarp debesų;0.0;0.0;0.0;0.82357919;0.86733419;0.84489053;0.23183119;0.79245949
0039.jpg;Blogas kvapas;Pop art moteris su violetiniais plaukais kvatoja per rankos ženklą;0.0;0.0;0.0;0.77800834;0.79984283;0.78877455;0.24655718;0.16842659
0040.jpg;Naujagimius ligoninėje prižiūri seselė;Naujagimių kambaryje  keliai kūdikiai ir medicininkė;0.0;0.0;0.0;0.87017465;0.91394663;0.89152372;0.36127776;0.86249435
0041.jpg;Zebras;Žirafos galva prie juodų ir baltų juostų fono;0.0;0.0;0.0;0.74006653;0.7658087;0.75271761;0.14653257;0.45926496
0042.jpg;Rankos pirštų nagai;Rankos pirštai su natūraliais nagais šviesioje fone;0.0;0.29411765;0.46153846;0.8784855;0.90511489;0.89160144;0.64420074;0.92344528
0043.jpg;Daug radioteleskopų;Didelės baltos antenos stovi sausoje dykumoje po mėlyną dangų;0.0;0.0;0.0;0.81505179;0.84698462;0.83071148;0.04880507;0.60117
0044.jpg;Du šernai pievoje;Du juodi kiaulės žvejosi žaliame lauke;0.0;0.15151515;0.2;0.80769825;0.82333326;0.81544083;0.07218798;0.46496055
0045.jpg;Pomidorai ir bulvės;Svogūnai ir pomidorai  švieži natūralūs daržovės;0.0;0.3030303;0.25;0.86713451;0.88248932;0.87474459;0.36116388;0.7248131
0046.jpg;Du vilkai miške;Vilkai miške  stipri laisva gamta;0.0;0.5859375;0.6;0.81931502;0.83883381;0.82895958;0.56398761;0.58326226
0047.jpg;Vilkas miške prie medžio;Vilkas stovi miško pakraštyje žvelgdamas į šoną;0.0;0.11627907;0.28571429;0.86655468;0.91900063;0.89200741;0.26763281;0.86746532
0048.jpg;Rudasis lokys miške;Rudas medis žvelgia į kamerą miško pakraštyje;0.0;0.0;0.16666667;0.79907012;0.84591609;0.8218261;0.33926603;0.82722193
0049.jpg;Skrendančių paukščių būrys;Balti žąsiai skrydžiuja dangaus fonu;0.0;0.0;0.0;0.84870493;0.86516082;0.8568539;0.25280729;0.86690718
0050.jpg;Žmogus miške pjauna grybą;Rankos nusikirpia grybą miške naudojant knypę;0.0;0.23809524;0.33333333;0.83581924;0.84306526;0.83942664;0.41122681;0.75762385
0051.jpg;Angis ant kibiro;Ruda gyvatė sulinėjusi baltoje maiše su žaliais ir raudonais žymėjimais;0.0;0.0;0.0;0.75793225;0.7929225;0.7750327;0.08911674;0.37960449
0052.jpg;Sužymėtos sraigės;Sraigtinės kriaušės su numeriais ant rudos sienos;0.0;0.0;0.14285714;0.88306683;0.90874141;0.89572018;0.40205753;0.76889104
0053.jpg;Žmogus laužiantis šokoladą;Šokolado gabalas su žaliu užpildu rankose;0.0;0.0;0.0;0.83338225;0.84493375;0.83911824;0.38564569;0.78639221
0054.jpg;Apgraužti baravykai prie pintinės;Sukurtas krepšys su grybais miške;0.0;0.0;0.0;0.84891009;0.84778059;0.84834498;0.02258008;0.63631517
0055.jpg;Skaičiuojami pinigai;Euro banknotai ir skaičiuotuvas  finansų apskaičiavimai;0.0;0.0;0.18181818;0.82331872;0.86214024;0.84228241;0.37929219;0.63410312
0056.jpg;Seselė skiepiją žmogų;Vakcinacija medicinos darbuotojas įšauną vakciną rankoje;0.0;0.0;0.0;0.80790424;0.88368332;0.84409642;0.01921734;0.52237678
0057.jpg;Zaporižios atominė elektrinė;Tamsus vanduo dūmų bokštas miesto siluetas tūkstančių metrų atstumu;0.0;0.0;0.0;0.78453153;0.85099864;0.81641448;0.00178125;0.43816403
0058.jpg;Lazdyno riešutų sauja;Rankose šešėliai viena ranka juos skiria;0.0;0.0;0.0;0.84421355;0.82502794;0.83451051;0.12699443;0.27289885
0059.jpg;Troleibusas prie troleibusų stotelės;Tramvajaus stotelė su elektroniniu laikrodžiu ir eilės numeriais;0.0;0.11363636;0.26666667;0.85294187;0.86268878;0.85778767;0.11536295;0.72888505
0060.jpg;Minia žmonių protestuojančių su ženklais;Kultūra  kultūra bet kuriame vandenyje;0.0;0.0;0.0;0.85825908;0.80706537;0.83187532;0.02901997;0.14452228
0061.jpg;Negalią turintys asmenys;Vėžės ratas Žmogus su raudonu krepšiu Gatyje;0.0;0.0;0.0;0.80721271;0.89234555;0.84764689;-0.03780896;0.32020456
0062.jpg;Neapdoroti makaronai esantys restorano terasoje;Stalo dekoras su makaronais gatvės kavinėje;0.0;0.09803922;0.15384615;0.88567233;0.88124025;0.88345075;0.21719943;0.88475984
0063.jpg;Bendras vaizdas į Žmogaus teisių ir civilizacijų aljanso kambarį;Didelė konferencijos salė su spalvingu dangčio meniniu kūriniu;0.0;0.0;0.0;0.84681195;0.83916074;0.842969;0.12493905;0.43302768
0064.jpg;Utėlės plaukuose;Plaukų kailių problema Ranka nusileidžia ant plaukų;0.0;0.0;0.0;0.81715274;0.83063269;0.82383758;0.49277788;0.74434417
