Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Receptai rankoje naktį.;0.0;0.16666667;0.33333333;0.86704379;0.84116775;0.85390979;0.6122182;0.384215
0002.jpg;Vyras neša vėliavą;Vairuojantis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis vaisingasis;0.0;0.0;0.0;0.60128284;0.72726142;0.65829921;0.11933171;0.14145052
0003.jpg;Du kareiviai stovintys su vėliava;Soldatai su vabaguojančiu vabagu.;0.0;0.10204082;0.18181818;0.84131247;0.85916334;0.85014421;0.26049051;0.35249305
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Protestai dėl kultūros ir valstybinės politikos.;0.0;0.0;0.0;0.86403608;0.85417801;0.85907882;0.1179674;0.71305102
0005.jpg;Ant stalo padėtos kodekso knygos;Ko dekasas;0.0;0.0;0.0;0.80250144;0.78673667;0.79454082;0.15606456;0.22989908
0006.jpg;Ranka virš čekių;Kvitus ir rašto materialai.;0.0;0.0;0.0;0.85867941;0.85641551;0.85754597;0.08194143;0.50121468
0007.jpg;Vyras tikrinasi regėjimą;Virškelė ant nosis.;0.0;0.0;0.0;0.81528413;0.81185061;0.8135637;-0.04056554;0.3612645
0008.jpg;Daugiabučio namo renovacija;Sodraus kaimynystėje stebima būre.;0.0;0.0;0.0;0.84943366;0.84516269;0.84729284;0.05492912;0.40393034
0009.jpg;Lietuvos pašto dėžutė ant sienos;Lietuvos paštas.;0.0;0.10638298;0.4;0.87187845;0.84876925;0.86016864;0.54434001;0.68549067
0010.jpg;Krovininis laivas plaukiantis į uostą;Didžioji transportu laivų priemoka.;0.0;0.0;0.0;0.88330877;0.83214152;0.85696208;0.21318695;0.76273769
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervaza stebima vaizdo kameras.;0.0;0.10204082;0.18181818;0.89143753;0.88722408;0.8893258;0.44549042;0.83537573
0012.jpg;Prekių vežimėlis prekybos centre;Kūrybinės gali ir消费品;0.0;0.0;0.0;0.85776347;0.84773976;0.85272217;0.06021181;0.31901869
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Miesto tiltas ir vandens priekai.;0.0;0.07352941;0.15384615;0.87513024;0.88249946;0.87879944;0.12938073;0.81010109
0014.jpg;Vėjo jėgainės jūroje;Vėjo turbinos ir laukas.;0.0;0.16129032;0.33333333;0.92238784;0.90472096;0.91346896;0.29272449;0.83421242
0015.jpg;Pinigų banknotai;ESA piniginės.;0.0;0.0;0.0;0.86724889;0.88946033;0.87821418;0.41268992;0.5609439
