Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;A hand holding a pile of receipts.;0.0;0.0;0.0;0.82556981;0.81638461;0.82095152;0.17609322;0.76029563
0002.jpg;Vyras neša vėliavą;Man holding a large Palestinian flag.;0.0;0.0;0.18181818;0.84708363;0.86252928;0.85473675;0.20435549;0.72895038
0003.jpg;Du kareiviai stovintys su vėliava;Soldiers holding flags in a field.;0.0;0.0;0.0;0.85022676;0.84323645;0.84671718;0.2024024;0.80785662
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;"Protesters holding signs with messages like ""Slow down"".";0.0;0.0;0.0;0.83468354;0.85148847;0.84300226;0.28338638;0.81021291
0005.jpg;Ant stalo padėtos kodekso knygos;A pile of books with a red cloth.;0.0;0.0;0.0;0.84791088;0.84167123;0.84477955;0.29169625;0.62070966
0006.jpg;Ranka virš čekių;Hand holding a pile of receipts.;0.0;0.0;0.0;0.83201003;0.82791007;0.82995498;0.18502761;0.70729125
0007.jpg;Vyras tikrinasi regėjimą;Man with a white object over his eye.;0.0;0.0;0.0;0.83113402;0.83550674;0.83331466;-0.01097059;0.74070871
0008.jpg;Daugiabučio namo renovacija;A building under construction with scaffolding.;0.0;0.0;0.0;0.84158957;0.81999654;0.83065277;0.10273625;0.55687809
0009.jpg;Lietuvos pašto dėžutė ant sienos;"A yellow mailbox with the word ""Lietuvos"" on it.";0.0;0.0;0.125;0.83528101;0.84541601;0.84031796;0.30377156;0.76685607
0010.jpg;Krovininis laivas plaukiantis į uostą;A large cargo ship is sailing through the water.;0.0;0.0;0.0;0.85645056;0.8314724;0.84377664;0.24013653;0.81547648
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Traffic light and sign on a road.;0.0;0.0;0.0;0.82378173;0.81274086;0.81822413;0.01177168;0.25168052
0012.jpg;Prekių vežimėlis prekybos centre;Person pushing a shopping cart in a grocery store.;0.0;0.0;0.0;0.8445577;0.84798557;0.84626818;0.08215029;0.58095419
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;People walking on a bridge over a river.;0.0;0.0;0.0;0.85641158;0.86168021;0.85903782;0.29403222;0.83655012
0014.jpg;Vėjo jėgainės jūroje;Grass and wind turbines.;0.0;0.0;0.0;0.83551341;0.84832674;0.84187138;0.19038747;0.68495136
0015.jpg;Pinigų banknotai;Euro banknotes of various denominations.;0.0;0.0;0.0;0.85092831;0.87294954;0.86179823;0.36495742;0.74643427
