Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;a person holding up tickets in their hand;0.0;0.0;0.0;0.81259996;0.82423246;0.81837481;0.1815764;0.44586089
0002.jpg;Vyras neša vėliavą;a man holding a palestinian flag and a woman holding a flag;0.0;0.0;0.11764706;0.83985519;0.84839094;0.84410149;0.16686596;0.63158673
0003.jpg;Du kareiviai stovintys su vėliava;soldiers stand in front of a tank and a flag;0.0;0.0;0.0;0.85458767;0.85128593;0.85293359;0.26127768;0.78161091
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;a crowd of people holding signs and holding signs;0.0;0.0;0.0;0.84657526;0.84534931;0.84596181;0.35736015;0.88849235
0005.jpg;Ant stalo padėtos kodekso knygos;a red tie and a book on a table;0.0;0.0;0.0;0.85048252;0.8401289;0.84527409;0.24596524;0.64309174
0006.jpg;Ranka virš čekių;a person holding a pile of paper;0.0;0.0;0.0;0.83216912;0.82112497;0.82661021;0.08009985;0.44453812
0007.jpg;Vyras tikrinasi regėjimą;a man with a white eye patch on his forehead;0.0;0.0;0.0;0.82285583;0.83422256;0.82850021;-0.01823054;0.64615411
0008.jpg;Daugiabučio namo renovacija;a building with scafs on the side;0.0;0.0;0.0;0.81397104;0.81288469;0.81342751;-0.0185663;0.52433258
0009.jpg;Lietuvos pašto dėžutė ant sienos;a yellow mailbox on the side of a building;0.0;0.0;0.0;0.84034532;0.84623408;0.84327936;0.01432939;0.60664701
0010.jpg;Krovininis laivas plaukiantis į uostą;a large container ship sailing through the water;0.0;0.0;0.0;0.85055459;0.83444822;0.84242439;0.23025948;0.81652021
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;a sign that says ' perza kalemi ' on a road;0.0;0.0;0.0;0.82514453;0.81362474;0.8193441;-0.03606423;0.20778394
0012.jpg;Prekių vežimėlis prekybos centre;a person pushing a shopping cart in a supermarket aisle;0.0;0.0;0.0;0.82979631;0.84292459;0.83630896;0.12648845;0.59294558
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;people are walking on the bridge over the water;0.0;0.0;0.0;0.8570286;0.86011082;0.85856694;0.28633344;0.82342744
0014.jpg;Vėjo jėgainės jūroje;wind turbines on the beach;0.0;0.0;0.0;0.85373181;0.85646319;0.85509527;0.20109066;0.82508248
0015.jpg;Pinigų banknotai;euro bank notes;0.0;0.0;0.0;0.84488422;0.80468333;0.82429385;0.43817651;0.68002826
0016.jpg;Indai pilni persikų;a hand holding a handful of peaches;0.0;0.0;0.0;0.80305207;0.81902617;0.81096053;0.25124025;0.71091366
0017.jpg;Traktorius dirba laukuose;a tractor in a field with a green field behind it;0.0;0.0;0.0;0.8427974;0.8645978;0.85355842;0.32047662;0.76418215
0018.jpg;Kombainas dirba laukuose;a tractor is driving through a field of wheat;0.0;0.0;0.0;0.83493799;0.84686226;0.8408578;-0.00757511;0.61367583
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;a person holding a basket of vegetables;0.0;0.0;0.0;0.85936177;0.85644996;0.85790342;0.1431241;0.89590824
0020.jpg;Virtuvė prieš ir po remonto;a kitchen with a table and chairs in it;0.0;0.0;0.0;0.82865244;0.84411639;0.83631295;0.18702595;0.70085901
0021.jpg;Kondensatas susidaręs prie lango;a pot with a plant sitting on a window sie;0.0;0.0;0.0;0.83270681;0.82849306;0.8305946;0.06773697;0.70445669
0022.jpg;Maža mergaitė sėdinti ant grindų;a little girl sitting on the floor watching tv;0.0;0.0;0.125;0.86614722;0.87572318;0.87090892;0.23360577;0.80246031
0023.jpg;Kompostuojamos atliekos angare;a pile of dirt in a building;0.0;0.0;0.0;0.80502439;0.77649534;0.79050255;0.15043461;0.39608324
0024.jpg;Sodo komposto dėžė;a green box with a wooden handle;0.0;0.0;0.0;0.83479291;0.85001636;0.84233588;0.04001006;0.55351835
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;a man in an orange shirt is loading garbage;0.0;0.0;0.0;0.83690006;0.81942821;0.82807201;0.06430865;0.73400426
0026.jpg;Daug vikšrų;a group of black ants on a tree;0.0;0.0;0.0;0.81484294;0.79235852;0.80344349;-0.04398327;0.36981869
0027.jpg;Daug vikšrų;a group of black bugs on a plant;0.0;0.0;0.0;0.81548363;0.78861678;0.80182517;0.05037767;0.51796091
0028.jpg;Antrankiais surakintas žmogus;a man in handcuffs is being held by another man;0.0;0.0;0.0;0.82185626;0.79726708;0.80937493;0.16727522;0.28820756
0029.jpg;Naftos terminalas Rusijoje;the oil refinery in the city of vlad, russia;0.0;0.0;0.0;0.85007727;0.8778255;0.86372858;0.33127913;0.86784405
0030.jpg;Vyras laikantis automobilio ratą;a mechanic working on a car;0.0;0.0;0.0;0.84706527;0.8347913;0.84088349;0.31675196;0.66640502
0031.jpg;Aukso luitai ir žmogaus pirštas;a person touching a tablet with gold bars on it;0.0;0.0;0.0;0.8465004;0.84727871;0.84688944;0.21528389;0.59913832
0032.jpg;Moksleiviai sėdintys klasėje;a group of students sitting in a classroom;0.0;0.0;0.0;0.86793894;0.86370063;0.86581457;0.51773292;0.95796919
0033.jpg;Mokytoja stovinti prie išmanios lentos;a classroom with students sitting at desks;0.0;0.0;0.0;0.85237992;0.85086238;0.85162044;0.18265072;0.565759
0034.jpg;Vaistai ir pinigai;pills and money;0.0;0.0;0.0;0.90253973;0.8639167;0.88280594;0.31147182;0.88805479
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;a gold medal with a portrait of a man;0.0;0.0;0.0;0.82734048;0.80959481;0.81837147;-0.00225391;0.18377829
0036.jpg;Žemė ir skriejantis asteroidas;a asteroid is seen near the earth;0.0;0.0;0.0;0.86921442;0.84595299;0.85742599;0.48751801;0.89382195
0037.jpg;Žemė ir skriejantis asteroidas;an asteroid is seen in this image from nasa;0.0;0.0;0.0;0.85618305;0.83178031;0.84380531;0.28207046;0.87011784
0038.jpg;Palydovas kosmose;a space station is seen from the international space station;0.0;0.0;0.0;0.80413216;0.80874729;0.80643308;0.37360027;0.66359442
0039.jpg;Blogas kvapas;a woman blowing her nose with her hand;0.0;0.0;0.0;0.7773031;0.79804301;0.78753656;0.12217173;0.41340676
0040.jpg;Naujagimius ligoninėje prižiūri seselė;a woman in a hospital room with a baby;0.0;0.0;0.0;0.83502567;0.84331501;0.83914983;0.20264906;0.80226558
0041.jpg;Zebras;a zebra standing in front of a striped wall;0.0;0.27777778;0.2;0.77205658;0.78995574;0.78090358;0.70544791;0.74966407
0042.jpg;Rankos pirštų nagai;a person ' s hand with a white mani;0.0;0.0;0.0;0.82476443;0.83184677;0.82829046;0.12173513;0.60057187
0043.jpg;Daug radioteleskopų;a large array of antennas in the desert;0.0;0.0;0.0;0.83820426;0.84194541;0.84007066;0.19804111;0.69424754
0044.jpg;Du šernai pievoje;two wild boars in the grass;0.0;0.0;0.0;0.82609397;0.82622188;0.82615793;0.17382118;0.38000441
0045.jpg;Pomidorai ir bulvės;a person picking potatoes and potatoes from a bin;0.0;0.0;0.0;0.83756411;0.8316763;0.83460975;0.17126396;0.60863489
0046.jpg;Du vilkai miške;two wolves standing in the woods;0.0;0.0;0.0;0.8420881;0.8477391;0.84490412;0.27049077;0.59734696
0047.jpg;Vilkas miške prie medžio;a coyote standing in the woods;0.0;0.0;0.0;0.84235287;0.85270113;0.84749538;0.23828754;0.70207602
0048.jpg;Rudasis lokys miške;a brown bear walking through a forest;0.0;0.0;0.0;0.83343917;0.83576232;0.83459914;0.27064744;0.56200284
0049.jpg;Skrendančių paukščių būrys;a flock of birds flying in the sky;0.0;0.0;0.0;0.8442421;0.84254324;0.84339178;0.2393299;0.89111036
0050.jpg;Žmogus miške pjauna grybą;a man is cutting a mushroom with a knife;0.0;0.0;0.0;0.8149752;0.812168;0.81356919;0.15457404;0.52972609
0051.jpg;Angis ant kibiro;a snake in a white bowl with a green and red stripe;0.0;0.0;0.0;0.78949142;0.80242026;0.79590333;0.16947842;0.25764698
