Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Sąskaitos rankoje esančios spausdamos.;0.0;0.16129032;0.22222222;0.83446354;0.84376878;0.83909035;0.25468126;0.69286484
0002.jpg;Vyras neša vėliavą;Palydovas šiukšlenimąs vėliavos, protestas mieste.;0.0;0.0;0.15384615;0.83567333;0.90044963;0.86685306;0.21247722;0.60342842
0003.jpg;Du kareiviai stovintys su vėliava;Soldatų stovėjimas prie vėpato lauke.;0.0;0.0;0.15384615;0.8594678;0.86707348;0.86325389;0.25911149;0.4636862
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Protestas dėl kultūros ir aplinkos politikos.;0.0;0.0;0.0;0.87663698;0.84800744;0.86208457;0.10068037;0.69182974
0005.jpg;Ant stalo padėtos kodekso knygos;Kodėkas ir raudona kariška uniforma.;0.0;0.0;0.0;0.85996807;0.84897101;0.85443413;0.25975201;0.2304592
0006.jpg;Ranka virš čekių;Saskaitų kasa rankose.;0.0;0.0;0.0;0.86052692;0.86068535;0.86060613;0.42547342;0.67304307
0007.jpg;Vyras tikrinasi regėjimą;Vyras dengia akį šaukštu.;0.0;0.16129032;0.22222222;0.90774411;0.87487036;0.89100409;0.20717758;0.60787475
0008.jpg;Daugiabučio namo renovacija;Statybų darbai name, apgaubtas pliažinėmis.;0.0;0.0;0.0;0.83858669;0.86013633;0.84922481;0.25336367;0.79498053
0009.jpg;Lietuvos pašto dėžutė ant sienos;Gatės paštas Lietuvos pašto dėžutė.;0.0;0.375;0.625;0.89286768;0.901766;0.89729482;0.62665069;0.73378748
0010.jpg;Krovininis laivas plaukiantis į uostą;Kontenerinio laivo nuotrauka prie keltinio uosto.;0.0;0.0;0.0;0.87452149;0.83907402;0.85643113;0.27267507;0.9130857
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;Pervažos stebima vaizdo kameromis.;0.0;0.10204082;0.33333333;0.8936044;0.88603663;0.88980442;0.50126892;0.82250202
0012.jpg;Prekių vežimėlis prekybos centre;Pirkinių krepšelis parduotuvėje.;0.0;0.0;0.0;0.90733349;0.88666266;0.89687902;0.23447022;0.76236588
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;Pilies upės krantas ir tiltas mieste.;0.0;0.07246377;0.26666667;0.89145756;0.88537621;0.88840646;0.08063257;0.76806426
0014.jpg;Vėjo jėgainės jūroje;Vėjo varikliai ir vėjotūmas piešia švytintą dangų.;0.0;0.14705882;0.22222222;0.8662324;0.8984555;0.88204974;0.27830243;0.73844504
0015.jpg;Pinigų banknotai;Eurų banknotai: 10 ir 20 eurų.;0.0;0.0;0.25;0.84761691;0.93462634;0.88899773;0.36480528;0.61996871
0016.jpg;Indai pilni persikų;Svešiai obeliniai obeliniai obeliai obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių obelinių;0.0;0.0;0.0;0.66371745;0.7848168;0.71920508;0.12678486;0.33759102
0017.jpg;Traktorius dirba laukuose;Traktorius veža specialų įrenginį lauką.;0.0;0.15625;0.22222222;0.91129172;0.92779022;0.91946691;0.55741125;0.84183109
0018.jpg;Kombainas dirba laukuose;Traktorius dirba lauką, skrydžia grybinis.;0.0;0.15625;0.22222222;0.87450278;0.91601378;0.894777;0.35862309;0.73026645
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;Obelis gausiai užpildytas gausiais grybais ir daržovėmis.;0.0;0.0;0.11111111;0.90001637;0.92126518;0.9105168;0.24214238;0.53534347
0020.jpg;Virtuvė prieš ir po remonto;Dvi skirtingos virtuvės: klasikinė ir moderni.;0.0;0.09803922;0.33333333;0.8712213;0.86628026;0.86874372;0.15850601;0.70340514
0021.jpg;Kondensatas susidaręs prie lango;Lietus lauke, sausioje patalpoje.;0.0;0.0;0.0;0.845505;0.85503787;0.85024464;0.08176252;0.67589962
0022.jpg;Maža mergaitė sėdinti ant grindų;Vaikas žaidžia namuose, atsukęs nugarą.;0.0;0.0;0.14285714;0.87870955;0.90165985;0.89003676;0.02412303;0.51325083
0023.jpg;Kompostuojamos atliekos angare;Žemės kasa po stogu, laukas už stogo.;0.0;0.0;0.0;0.81041306;0.81123686;0.81082475;0.11803616;0.44322425
0024.jpg;Sodo komposto dėžė;Kompostavimo dėžė šiukšlėms ir organiniams atsiribojams.;0.0;0.15151515;0.18181818;0.85659194;0.93607557;0.89457166;0.28963941;0.89157438
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;Šiukšlių šiukšlės: darbininkas šiukšlės į kroviklį.;0.0;0.0;0.33333333;0.91060162;0.89148557;0.90094221;0.71199149;0.91409057
0026.jpg;Daug vikšrų;Geltonos spalvės grybai ant lapų.;0.0;0.0;0.0;0.84496897;0.83042383;0.83763325;-0.00316987;0.45559436
0027.jpg;Daug vikšrų;Kas pinasi tinkle, kaip tamsūs, gauruoti vabzdžiai.;0.0;0.0;0.0;0.8492924;0.84193581;0.84559816;-0.14773223;0.75737017
0028.jpg;Antrankiais surakintas žmogus;Asmuo su mankštomis rankomis, suvažintas policininko.;0.0;0.0;0.0;0.79864854;0.80700892;0.80280691;0.28541714;0.47725758
0029.jpg;Naftos terminalas Rusijoje;Naftos sandėliai ir tiltas miesto fone.;0.0;0.15151515;0.2;0.90015531;0.89238918;0.89625543;0.36182451;0.58167112
0030.jpg;Vyras laikantis automobilio ratą;Mecenas keičia automobilio riedėklą.;0.0;0.125;0.2;0.88938779;0.89373249;0.89155489;0.3900528;0.70756549
0031.jpg;Aukso luitai ir žmogaus pirštas;Auksiniai barsai ir finansiniai grafikai.;0.0;0.1;0.18181818;0.91339636;0.89564705;0.90443462;0.19147998;0.59656131
0032.jpg;Moksleiviai sėdintys klasėje;Mokiniai klausosi pamokos klasėje.;0.0;0.0;0.4;0.93679184;0.91029483;0.92335325;0.50612795;0.89840376
0033.jpg;Mokytoja stovinti prie išmanios lentos;Mokytoja pateikia pristatymą klasėje.;0.0;0.10204082;0.18181818;0.93285513;0.91857857;0.9256618;0.34463453;0.78387827
0034.jpg;Vaistai ir pinigai;Sveikatos ir finansų sąsajos: tabletes, eurai ir skaičiavimai.;0.0;0.14285714;0.15384615;0.88309485;0.89404953;0.88853836;0.23817754;0.75346476
