Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;A person holding a stack of receipts.;0.0;0.0;0.0;0.82203257;0.80390507;0.81286776;0.0841857;0.67571777
0002.jpg;Vyras neša vėliavą;Two people standing in front of a flag.;0.0;0.0;0.15384615;0.85330331;0.86107779;0.85717291;0.14437222;0.68778431
0003.jpg;Du kareiviai stovintys su vėliava;Two soldiers holding a green flag with a white cross on it.;0.0;0.0;0.0;0.84131694;0.85901523;0.85007399;0.2422013;0.88672727
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;A crowd of people holding signs with the word 'slow' on them.;0.0;0.0;0.0;0.82224631;0.83630425;0.82921571;0.34785324;0.76190668
0005.jpg;Ant stalo padėtos kodekso knygos;No caption found.;0.0;0.0;0.0;0.82074022;0.80437011;0.8124727;0.05961249;0.33126467
0006.jpg;Ranka virš čekių;A hand holding a stack of receipts.;0.0;0.0;0.0;0.83328497;0.82416064;0.82869762;0.17801595;0.73093265
0007.jpg;Vyras tikrinasi regėjimą;A man with a beard and mustache wearing a white spoon on his face.;0.0;0.0;0.0;0.82138479;0.82645404;0.82391161;-0.06642367;0.45158732
0008.jpg;Daugiabučio namo renovacija;No caption found.;0.0;0.0;0.0;0.81227309;0.78900772;0.80047143;0.07039768;0.21313758
0009.jpg;Lietuvos pašto dėžutė ant sienos;A yellow mailbox with a sign that says 'pastas' on it.;0.0;0.0;0.0;0.83684927;0.84567451;0.8412388;0.10956854;0.61357486
0010.jpg;Krovininis laivas plaukiantis į uostą;A large cargo ship with a lot of cargo on it.;0.0;0.0;0.0;0.85042018;0.82688421;0.83848709;0.17390753;0.73361963
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;A white car is driving on a road with a camera sign on the side.;0.0;0.0;0.0;0.82235003;0.8259961;0.82416904;0.03705965;0.39286309
0012.jpg;Prekių vežimėlis prekybos centre;A person is pushing a shopping cart in a grocery store.;0.0;0.0;0.0;0.84255022;0.84524471;0.84389532;0.07794145;0.58303958
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;People walking on a bridge overlooking a park.;0.0;0.0;0.0;0.86087787;0.86279678;0.86183631;0.26253805;0.79481745
0014.jpg;Vėjo jėgainės jūroje;A field of tall grass with windmills in the background.;0.0;0.0;0.0;0.82556129;0.83926624;0.83235735;0.0776887;0.55180472
0015.jpg;Pinigų banknotai;No caption found.;0.0;0.0;0.0;0.81379521;0.82908255;0.82136774;-0.02164277;0.1057317
0016.jpg;Indai pilni persikų;No caption found.;0.0;0.0;0.0;0.80796981;0.80071235;0.80432469;-0.03528596;0.18140562
0017.jpg;Traktorius dirba laukuose;A tractor with a yellow sprayer on it is spraying a field of green grass.;0.0;0.0;0.0;0.83244896;0.8631714;0.84753191;0.35204896;0.67388046
0018.jpg;Kombainas dirba laukuose;A tractor is driving through a field of dirt and dust.;0.0;0.0;0.0;0.82815182;0.84794253;0.83793038;0.03318821;0.59192538
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;A person holding a basket full of vegetables.;0.0;0.0;0.0;0.88691342;0.8855257;0.88621902;0.10443887;0.90189952
0020.jpg;Virtuvė prieš ir po remonto;No caption found.;0.0;0.0;0.0;0.80852705;0.79854739;0.8035062;0.05179026;0.20831761
0021.jpg;Kondensatas susidaręs prie lango;No caption found.;0.0;0.0;0.0;0.8117469;0.80509627;0.8084079;0.04317406;0.3307505
0022.jpg;Maža mergaitė sėdinti ant grindų;A young girl sits on the floor in front of a TV.;0.0;0.0;0.10526316;0.87280709;0.89295155;0.8827644;0.18293807;0.79408842
0023.jpg;Kompostuojamos atliekos angare;A large pile of dirt and debris sits in a field under a metal roof.;0.0;0.0;0.0;0.81264383;0.77876532;0.79534394;0.08646629;0.4332397
0024.jpg;Sodo komposto dėžė;A green plastic container filled with vegetables and a wooden stick.;0.0;0.0;0.0;0.83220249;0.85163128;0.8418048;0.05501788;0.61149162
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;A man in an orange vest is unloading trash from a truck.;0.0;0.0;0.0;0.83535266;0.8307265;0.83303314;0.09529072;0.65084678
0026.jpg;Daug vikšrų;No caption found.;0.0;0.0;0.0;0.81867003;0.79354;0.80590916;-0.06022342;0.30572304
0027.jpg;Daug vikšrų;A group of caterpillars on a tree branch.;0.0;0.0;0.0;0.8044287;0.79013634;0.79721844;0.00385436;0.43590152
0028.jpg;Antrankiais surakintas žmogus;A man wearing a black jacket and holding a pair of handcuffs.;0.0;0.0;0.0;0.80757201;0.77647084;0.79171616;0.19918761;0.37619305
0029.jpg;Naftos terminalas Rusijoje;No caption found.;0.0;0.0;0.0;0.82414144;0.80675352;0.81535482;0.04148944;0.03583368
0030.jpg;Vyras laikantis automobilio ratą;A man changing a tire on a red car.;0.0;0.0;0.0;0.83565068;0.83675843;0.83620423;0.30567601;0.7027148
0031.jpg;Aukso luitai ir žmogaus pirštas;A person is touching a tablet with gold coins on it.;0.0;0.0;0.0;0.84078968;0.83838344;0.83958483;0.1728871;0.59878039
0032.jpg;Moksleiviai sėdintys klasėje;Students in a classroom, sitting on chairs and looking at a teacher.;0.0;0.0;0.0;0.87546778;0.88392293;0.87967503;0.4938401;0.87689596
0033.jpg;Mokytoja stovinti prie išmanios lentos;A woman standing in front of a TV with a backpack on the floor.;0.0;0.0;0.0;0.86004478;0.87393385;0.8669337;0.06246663;0.38337696
