Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;Person holding multiple parking tickets in hand.;0.0;0.0;0.0;0.8223747;0.82047939;0.82142597;0.15140258;0.3984071
0002.jpg;Vyras neša vėliavą;People standing near a large flag.;0.0;0.0;0.18181818;0.84864938;0.85173023;0.850187;0.27400368;0.71170527
0003.jpg;Du kareiviai stovintys su vėliava;Soldiers with military vehicles and flags in the background.;0.0;0.0;0.0;0.84638107;0.85021782;0.84829509;0.2744925;0.7609638
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;Protesters hold signs with messages in Lithuanian.;0.0;0.0;0.0;0.83901095;0.84741622;0.8431927;0.33904931;0.8111608
0005.jpg;Ant stalo padėtos kodekso knygos;Kodeksas book with red graduation cap and tassel.;0.0;0.0;0.0;0.82522899;0.82947183;0.82734501;0.34658355;0.60399115
0006.jpg;Ranka virš čekių;Hand holding a stack of crumpled receipts.;0.0;0.0;0.0;0.8289845;0.8258453;0.82741195;0.1947304;0.70745051
0007.jpg;Vyras tikrinasi regėjimą;Man using ear cleaning tool.;0.0;0.0;0.0;0.84071106;0.84433258;0.84251797;0.05706315;0.44284663
0008.jpg;Daugiabučio namo renovacija;Scaffolding on building with banners in Italian.;0.0;0.0;0.0;0.82561934;0.82260799;0.82411093;0.08045988;0.49054974
0009.jpg;Lietuvos pašto dėžutė ant sienos;"Yellow mailbox with ""Lietuvos Pastas"" logo.";0.0;0.0;0.15384615;0.86051393;0.86938864;0.86492854;0.35560071;0.62802964
0010.jpg;Krovininis laivas plaukiantis į uostą;Large cargo ship entering a port with tugboat assistance.;0.0;0.0;0.0;0.83985662;0.84227312;0.84106314;0.19426629;0.79176193
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;"""Pervaža Stebima Vaizdo Kameromis"" sign with traffic cameras.";0.0;0.09433962;0.25;0.85271251;0.86632538;0.85946506;0.30728608;0.48047706
0012.jpg;Prekių vežimėlis prekybos centre;Person pushing a shopping cart in a grocery store.;0.0;0.0;0.0;0.8445577;0.84798557;0.84626818;0.08215029;0.58095419
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;People walking on a bridge and relaxing by the river.;0.0;0.0;0.0;0.86519092;0.86786479;0.86652577;0.31586459;0.76501054
0014.jpg;Vėjo jėgainės jūroje;Wind turbines by the sea with grass in the foreground.;0.0;0.0;0.0;0.8401463;0.86210489;0.85098398;0.22917536;0.86384302
0015.jpg;Pinigų banknotai;Euro banknotes of 10 and 20 denominations.;0.0;0.0;0.0;0.83971918;0.85988307;0.84968156;0.29445145;0.67481691
0016.jpg;Indai pilni persikų;Fresh peaches displayed in bowls and hand.;0.0;0.0;0.0;0.81764001;0.83311194;0.82530349;0.17714345;0.80681187
0017.jpg;Traktorius dirba laukuose;Tractor and seeder working in a green field.;0.0;0.0;0.0;0.85393077;0.8765772;0.86510581;0.36480194;0.79846025
0018.jpg;Kombainas dirba laukuose;Harvester working in a field with a bird flying overhead.;0.0;0.0;0.0;0.83526731;0.8603853;0.84764028;0.05805994;0.65465093
0019.jpg;Žmogus rankose nešantis įvairių daržovių krepšį;Fresh vegetables in a basket held by a farmer.;0.0;0.0;0.0;0.88046461;0.87628448;0.87836957;0.10541537;0.83764505
0020.jpg;Virtuvė prieš ir po remonto;Modern kitchens with wooden and white cabinetry.;0.0;0.0;0.0;0.83028877;0.84006178;0.83514667;0.20992866;0.72613901
0021.jpg;Kondensatas susidaręs prie lango;Raindrops on window with succulent plant nearby.;0.0;0.0;0.0;0.83297271;0.83712447;0.83504343;0.16362518;0.73645991
0022.jpg;Maža mergaitė sėdinti ant grindų;Little girl sitting on the floor, watching TV.;0.0;0.0;0.0;0.88209409;0.89866233;0.89030105;0.22465141;0.77927917
0023.jpg;Kompostuojamos atliekos angare;Large covered agricultural storage area with soil piles.;0.0;0.0;0.0;0.81030005;0.78747809;0.79872608;0.11566197;0.43058386
0024.jpg;Sodo komposto dėžė;Compost bin filled with food scraps and yard waste.;0.0;0.0;0.0;0.84543449;0.86868769;0.85690331;0.18088999;0.81036222
0025.jpg;Šiukšliavežė su šiukšlėmis ir darbininku;Sanitation worker collecting trash bags into a truck.;0.0;0.0;0.0;0.85613996;0.84003425;0.84801066;0.2846595;0.70410466
0026.jpg;Daug vikšrų;Caterpillars infesting a plant.;0.0;0.0;0.0;0.81479448;0.80209446;0.80839461;0.00559965;0.46776906
0027.jpg;Daug vikšrų;Black spiky caterpillars on a web.;0.0;0.0;0.0;0.8029682;0.81327933;0.80809087;0.0428906;0.50349087
0028.jpg;Antrankiais surakintas žmogus;Person in handcuffs holding a knitted item.;0.0;0.0;0.0;0.80667543;0.78026021;0.793248;0.16869372;0.41239372
0029.jpg;Naftos terminalas Rusijoje;Industrial tanks near a river with a cityscape and bridge in the background.;0.0;0.0;0.0;0.83779418;0.83883709;0.83831537;0.11281179;0.46309111
0030.jpg;Vyras laikantis automobilio ratą;Mechanic changing a car tire.;0.0;0.0;0.0;0.83426011;0.83092225;0.83258784;0.33490327;0.59379852
0031.jpg;Aukso luitai ir žmogaus pirštas;Gold bars and a smartphone showing stock market trends.;0.0;0.0;0.0;0.85499907;0.85753632;0.85626578;0.14148508;0.43287864
0032.jpg;Moksleiviai sėdintys klasėje;Students seated in a classroom facing the chalkboard.;0.0;0.0;0.0;0.88371736;0.88810158;0.88590413;0.4683761;0.88559997
0033.jpg;Mokytoja stovinti prie išmanios lentos;Students in classroom with teacher presenting.;0.0;0.0;0.0;0.87299705;0.86488521;0.86892223;0.20334122;0.7329458
0034.jpg;Vaistai ir pinigai;Pills, calculator, and Euro banknotes symbolize healthcare costs.;0.0;0.0;0.0;0.84412503;0.83338606;0.83872116;0.06209003;0.64940846
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;Alfred Nobel medal with birth and death years.;0.0;0.0;0.0;0.83499223;0.82228673;0.82859075;0.2388809;0.63992953
0036.jpg;Žemė ir skriejantis asteroidas;Earth and asteroid in space with starry background.;0.0;0.0;0.0;0.87202281;0.85915941;0.86554331;0.47048202;0.90033901
0037.jpg;Žemė ir skriejantis asteroidas;Asteroid approaching Earth with clouds visible.;0.0;0.0;0.0;0.85021186;0.84829676;0.84925318;0.37350053;0.85288358
0038.jpg;Palydovas kosmose;Satellite orbiting above Earth with clouds below.;0.0;0.0;0.0;0.82127339;0.8353883;0.82827067;0.2836957;0.67153424
0039.jpg;Blogas kvapas;Smoking illustration with stylish woman.;0.0;0.0;0.0;0.81297189;0.80134076;0.80711442;0.04160881;0.30118284
0040.jpg;Naujagimius ligoninėje prižiūri seselė;Nurse attending to newborns in a nursery.;0.0;0.0;0.0;0.86141044;0.86023879;0.86082423;0.31916657;0.91753888
0041.jpg;Zebras;Zebra standing in front of a striped background.;0.0;0.29411765;0.22222222;0.78943926;0.83698177;0.81251568;0.68986273;0.82161295
0042.jpg;Rankos pirštų nagai;Close-up of a hand with neatly trimmed fingernails.;0.0;0.0;0.0;0.82936275;0.84737027;0.83826983;0.17741778;0.81930023
0043.jpg;Daug radioteleskopų;Array of large radio telescopes in a desert landscape.;0.0;0.0;0.0;0.84807646;0.87531537;0.86148071;0.50903988;0.82944143
0044.jpg;Du šernai pievoje;Two wild pigs grazing near a dirt road.;0.0;0.0;0.0;0.82457614;0.81097758;0.81772029;0.19983475;0.37895003
0045.jpg;Pomidorai ir bulvės;Fresh tomatoes and potatoes being selected at a market.;0.0;0.0;0.0;0.83434826;0.82636034;0.83033508;0.14598304;0.74122816
0046.jpg;Du vilkai miške;Two wolves standing in a forest.;0.0;0.0;0.0;0.84547019;0.84262604;0.8440457;0.24402714;0.58103919
0047.jpg;Vilkas miške prie medžio;A wolf stands alert in a lush forest.;0.0;0.0;0.0;0.85167909;0.84404796;0.84784633;0.19135186;0.86551934
0048.jpg;Rudasis lokys miške;Brown bear standing in a grassy area.;0.0;0.0;0.0;0.82577598;0.83096468;0.82836217;0.26738948;0.52935368
0049.jpg;Skrendančių paukščių būrys;Five geese flying in a V formation.;0.0;0.0;0.0;0.84212828;0.84276462;0.84244633;0.09954787;0.77365035
0050.jpg;Žmogus miške pjauna grybą;Foraging for mushrooms in the forest.;0.0;0.0;0.0;0.83857262;0.81001294;0.82404536;0.17555088;0.68193823
0051.jpg;Angis ant kibiro;A brown snake coiled inside a painted barrel.;0.0;0.0;0.0;0.80004215;0.80709612;0.8035537;0.05349808;0.41277406
0052.jpg;Sužymėtos sraigės;Snails with numbered tags on a muddy surface.;0.0;0.0;0.0;0.8319388;0.84443575;0.83814073;0.17432265;0.46691096
0053.jpg;Žmogus laužiantis šokoladą;A chocolate bar with green filling is being held and broken.;0.0;0.0;0.0;0.8278321;0.83218151;0.83000106;0.25163803;0.73113877
0054.jpg;Apgraužti baravykai prie pintinės;Mushrooms growing next to a wicker basket.;0.0;0.0;0.0;0.82788867;0.81368464;0.8207252;-0.0009549;0.50599951
0055.jpg;Skaičiuojami pinigai;Counting euros and using a calculator.;0.0;0.0;0.0;0.83635724;0.8481226;0.84219885;0.15917401;0.63555366
