Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;"a person holding up a stack of receipts
";0.0;0.0;0.0;0.82006198;0.80906248;0.81452507;0.11043032;0.66736501
0002.jpg;Vyras neša vėliavą;"a man holding a palestinian flag in front of a crowd
";0.0;0.0;0.125;0.84483945;0.86143118;0.85305464;0.12737574;0.7164005
0003.jpg;Du kareiviai stovintys su vėliava;german army soldiers march during the annual military parade in munster, germany, on may;0.0;0.0;0.0;0.81775934;0.829431;0.8235538;0.17296915;0.57676631
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;"a group of people holding signs and banners
";0.0;0.0;0.0;0.85521567;0.84482068;0.84998643;0.36035544;0.9007957
0005.jpg;Ant stalo padėtos kodekso knygos;"a stack of books
";0.0;0.0;0.0;0.86497498;0.83870447;0.85163718;0.29986447;0.6654467
0006.jpg;Ranka virš čekių;"a person is holding a piece of paper with a bunch of receipts on it
";0.0;0.0;0.0;0.80924505;0.82770157;0.81836921;0.1079326;0.60725087
0007.jpg;Vyras tikrinasi regėjimą;"a man is using a pair of eye glasses to clean his eyes
";0.0;0.0;0.0;0.84752762;0.85311311;0.85031122;0.04493952;0.72645271
0008.jpg;Daugiabučio namo renovacija;"a building with scaffolding on it
";0.0;0.0;0.0;0.82210958;0.81481582;0.8184464;0.09901823;0.51302034
0009.jpg;Lietuvos pašto dėžutė ant sienos;"a yellow post box on a sidewalk next to a building
";0.0;0.0;0.11111111;0.84073502;0.84352005;0.84212518;0.04305802;0.63712502
0010.jpg;Krovininis laivas plaukiantis į uostą;"a large container ship is traveling through the water
";0.0;0.0;0.0;0.85797596;0.83916807;0.84846777;0.23602787;0.79343349
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;"a traffic sign on the side of the road with cars driving by
";0.0;0.0;0.0;0.82031417;0.81564808;0.81797445;0.03791468;0.24158043
0012.jpg;Prekių vežimėlis prekybos centre;"a person is pushing a shopping cart down a aisle
";0.0;0.0;0.0;0.83787531;0.84456027;0.84120452;0.08246653;0.65527999
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;"people walk across a bridge over a river
";0.0;0.0;0.0;0.85251945;0.85120738;0.85186297;0.30378985;0.82232547
