Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0001.jpg;Rankoje laikomi čekiai;many white paper;0.0;0.0;0.0;0.81857777;0.79290611;0.80553746;0.0071825;0.3816669
0002.jpg;Vyras neša vėliavą;flag;0.0;0.0;0.0;0.75092149;0.7546438;0.75277799;0.29454911;0.72058767
0003.jpg;Du kareiviai stovintys su vėliava;soldiers;0.0;0.0;0.0;0.82547736;0.78243357;0.8033793;0.26620334;0.73386556
0004.jpg;Minia protestuojančių žmonių laikančių plakatus;people holding signs;0.0;0.0;0.0;0.85859865;0.83795249;0.84815001;0.38519001;0.8720836
0005.jpg;Ant stalo padėtos kodekso knygos;white lettering;0.0;0.0;0.0;0.83685881;0.80852157;0.82244617;0.00033802;0.41641101
0006.jpg;Ranka virš čekių;stack of papers;0.0;0.0;0.0;0.84137625;0.83573818;0.83854771;0.12720335;0.39544767
0007.jpg;Vyras tikrinasi regėjimą;white plastic;0.0;0.0;0.0;0.80149794;0.78732681;0.79434919;0.00404309;0.18872143
0008.jpg;Daugiabučio namo renovacija;leaves;0.0;0.0;0.0;0.84055513;0.78140831;0.80990326;0.00778754;0.25285208
0009.jpg;Lietuvos pašto dėžutė ant sienos;yellow box;0.0;0.0;0.0;0.81475419;0.79256785;0.80350792;0.02751845;0.52500331
0010.jpg;Krovininis laivas plaukiantis į uostą;large orange container;0.0;0.0;0.0;0.82127345;0.80006278;0.81052941;0.07000253;0.25819448
0011.jpg;Pervažas stebi išmaniosios vaizdo sistemos;traffic light;0.0;0.0;0.0;0.81926012;0.7866416;0.80261958;0.01528413;0.31816548
0012.jpg;Prekių vežimėlis prekybos centre;red plastic shopping cart;0.0;0.0;0.0;0.82833576;0.80889678;0.81850082;0.14163536;0.6772331
0013.jpg;Tiltu einantys žmonės ir esantys šalia jo;bridge;0.0;0.0;0.0;0.79060543;0.76205093;0.77606559;-0.02642313;0.75854141
0014.jpg;Vėjo jėgainės jūroje;wind mills;0.0;0.0;0.0;0.85005713;0.85285437;0.85145342;0.10484863;0.75891715
0015.jpg;Pinigų banknotai;euro;0.0;0.0;0.0;0.75255424;0.7578398;0.75518775;-0.01250481;0.50435638
0016.jpg;Indai pilni persikų;peaches;0.0;0.0;0.0;0.80669612;0.80139041;0.80403447;0.31880879;0.86026049
